Strategy,AllC,AllD,OSP,TFT,1MP,GRIM,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
AllC,10.0,-1.0,9.61776,9.603999,7.697674,7.088235,4.901288,4.800877,0.49600002,0.14107881,4.7894726,4.6888413,0.44401547,0.100000024,-0.6177606,-0.604,1.3023252,1.9117644,4.098713,4.1991262,8.504,8.858921,4.210525,4.311159,8.555984,8.9
AllD,19.0,0.0,10.193133,2.5839999,10.019697,1.9709544,18.339766,15.023254,18.315998,13.970588,9.999998,2.4942083,9.82618,1.9,8.806868,16.415998,8.9803095,17.029045,0.6602316,3.9767435,0.6839999,5.0294113,8.999998,16.505789,9.1738205,17.099998
OSP,10.31274,-0.5364807,9.652951,9.421606,9.484664,6.877876,8.995345,8.918026,3.621386,0.6073773,8.443373,8.338358,3.3870058,0.51909864,2.6368506,2.831794,7.5414095,8.224475,8.186256,8.770537,8.398724,9.900614,8.298388,8.855875,8.63636,9.932046
TFT,10.323999,-0.136,9.665717,8.436389,8.872341,6.999191,9.058838,8.21627,6.698114,0.96630865,8.491791,7.2861633,5.698003,0.8812,5.192264,6.2684193,5.6857014,8.927789,7.179383,8.037323,7.9235444,9.885437,8.320212,8.917592,8.648012,9.9692
1MP,11.883719,-0.5273525,9.661486,8.79922,9.562961,6.8808393,15.339932,15.353922,4.9550915,0.9048698,7.103207,6.3153944,3.46135,0.5273521,2.7191987,4.069736,7.6349607,9.600972,5.9288993,15.909922,6.318989,15.174064,6.7966523,15.899497,8.684418,15.116278
GRIM,12.382352,-0.10373444,9.799782,7.3234572,9.68733,7.0124483,15.7319975,12.890077,14.26851,1.3002149,8.981933,2.8567278,8.061628,0.91037345,7.8062277,14.61733,8.001918,15.101068,2.121481,13.254558,2.241919,16.754066,8.863348,16.31191,9.05966,16.761765
7,14.171675,-0.9652509,9.689776,9.477095,2.7570853,1.9553535,5.426803,3.5757859,4.6607213,0.27489933,5.2499385,3.4420824,3.9846141,0.21467188,0.15074338,0.9617934,0.0019180105,3.6869676,2.984066,3.107132,8.367884,12.568771,4.6551743,4.832216,8.621075,12.671889
8,14.253835,-0.79069763,9.6938925,8.841857,2.70208,2.085901,9.259062,1.58104,8.347499,0.86100227,7.1523294,1.5169481,2.4185946,0.7906977,-0.08649292,2.0812445,-0.053920016,3.7449446,1.2499858,1.3090401,7.6802683,12.449023,6.3545504,8.268133,8.624794,12.746176
9,17.776,-0.9639999,9.972626,7.680563,8.944226,2.026053,7.0994024,4.910831,5.802936,0.3788782,5.397685,3.5075397,4.485319,0.2188,0.8397379,2.656635,2.0446842,4.874335,3.0409224,4.3825297,6.7596436,15.794746,4.790317,6.580511,8.876871,15.9307995
