Strategy,AllC,AllD,OSP,TFT,1MP,GRIM,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
AllC,10.0,-9.0,9.339767,9.315999,6.023256,4.970588,1.1931331,1.019694,-6.4159994,-7.0290456,1.0,0.82618046,-6.50579,-7.0999994,-8.339767,-8.315999,-5.0232553,-3.970588,-0.19313282,-0.019693347,7.416,8.029046,-0.0,0.17381981,7.5057907,8.099999
AllD,12.999999,0.0,6.9742494,1.7679999,6.8555818,1.3485477,12.548261,10.279069,12.531999,9.558823,6.8421035,1.7065636,6.723176,1.3,6.0257516,11.231999,6.144422,11.651452,0.45173737,2.7209296,0.46799994,3.441176,6.157893,11.293434,6.276824,11.699999
OSP,10.104246,-4.828326,8.853824,7.6802483,9.294066,5.622022,4.5933666,4.4603443,0.89918065,-3.24172,2.255659,2.0576608,0.7058709,-3.328112,-0.36529058,-0.20084187,6.542499,7.2176876,1.1786273,3.7969465,2.2935965,8.372077,1.3687218,3.940042,3.2241192,8.444015
TFT,10.107999,-1.224,7.9487705,7.509918,7.5905805,6.780125,4.711424,4.1875424,3.336759,-0.015041455,2.3983161,1.9486446,1.4995308,-0.069199994,0.5123212,2.5213237,1.3812503,7.4637203,1.0742558,3.5126271,1.7953088,8.342473,1.5176846,4.063777,2.6257272,8.4564
1MP,10.627906,-4.746172,9.48857,7.510148,9.43696,5.6704087,9.856826,9.812512,1.9866124,-2.9163177,3.6110125,1.8577356,0.83867466,-3.2538307,-0.21809065,0.8182218,6.708961,7.711392,0.9553084,9.734113,1.7942933,10.129855,2.8856618,9.783422,7.2072167,10.172092
GRIM,10.794117,-0.93360996,8.836119,7.136818,8.757549,6.9223065,10.352415,8.397449,9.347592,0.46402794,5.7299104,1.5285662,5.0967655,0.19336098,4.490554,9.15089,4.69388,9.556441,0.59294415,8.210349,0.6989552,10.630131,5.2178545,10.314384,5.4438515,10.720588
7,11.390558,-8.687258,5.3572407,5.171506,-3.9843059,-4.801893,5.357044,1.2186389,3.577735,-5.9614606,5.089269,1.0175048,2.1210492,-6.0679526,-6.8893905,-5.02017,-7.710168,-2.7442105,-0.018075107,0.16984263,3.6879413,9.253098,3.662597,3.9470272,3.9038234,9.357297
8,11.417947,-7.116278,5.3137975,4.875688,-4.1045127,-3.4871438,7.470243,1.4550401,6.00549,-0.6877754,4.0531144,1.3163109,-3.6836026,-0.88372064,-7.798579,-4.253591,-7.8261123,-2.7194693,0.25107536,0.3830401,3.3758175,9.140986,2.7382946,5.8424954,3.8646965,9.382061
9,12.591999,-8.675999,7.885545,4.417453,6.3746605,-4.11911,6.2602844,2.225155,4.8764653,-5.825295,5.1437907,1.0463794,3.3342683,-6.0308,-5.1422257,-3.9982898,-4.290151,-2.3318946,0.008286454,1.1310154,3.012548,10.328308,3.7402115,4.8913627,6.1903157,10.4436
10,12.688797,-6.6176467,7.235875,2.5752769,6.867315,1.9922622,11.152631,3.535139,10.990443,1.0549544,6.499033,1.4021583,6.0548635,0.76176476,-4.2051635,-2.4940279,-4.122715,-2.2754328,0.32936564,2.3093045,1.3424921,10.251093,4.96148,9.187611,5.602869,10.53112
