Strategy,AllC,AllD,OSP,TFT,1MP,GRIM,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
AllC,10.0,-7.0,9.4092655,9.388,6.44186,5.5,2.1201718,1.9649897,-4.6879997,-5.2365146,1.9473681,1.7918457,-4.768339,-5.2999997,-6.4092655,-6.3879995,-3.4418604,-2.5,0.8798286,1.0350115,7.6879997,8.236515,1.0526313,1.2081546,7.7683387,8.299999
AllD,15.0,0.0,8.047211,2.04,7.9102874,1.5560166,14.478764,11.860464,14.459999,11.029411,7.894735,1.9691119,7.757511,1.5,6.9527903,12.96,7.0897183,13.443984,0.52123547,3.1395345,0.53999996,3.9705877,7.1052613,13.030887,7.24249,13.499999
OSP,10.173744,-3.755365,9.082146,8.174292,9.345997,5.939096,5.841154,5.7228837,1.5862216,-2.2780507,4.00534,3.8323286,1.3776526,-2.3663092,0.38692206,0.5630153,6.796142,7.483855,3.1586964,5.204666,4.0190105,8.81252,3.3282027,5.3325434,4.755146,8.873359
TFT,10.179999,-0.95199996,8.442814,7.7746243,7.9578424,6.838083,5.947567,5.3296704,4.283111,0.23170379,4.1263165,3.4571881,2.6784291,0.1684,1.8252807,3.574972,2.5901015,7.882852,2.79967,4.7943873,3.5306034,8.788239,3.4456851,5.442675,4.3342705,8.894
1MP,11.046511,-3.6914673,9.540501,7.87741,9.47296,5.9761534,11.603183,11.576513,2.7777617,-1.95161,4.6008086,3.1194568,1.497163,-2.308535,0.5193703,1.676094,6.944961,8.273439,2.363028,11.698113,3.0760531,11.74219,3.9941113,11.7294235,7.6282344,11.753488
GRIM,11.323528,-0.7261411,9.1531925,7.194776,9.063293,6.9480615,12.086248,9.8354025,10.928461,0.6830913,6.754469,1.9116116,6.025529,0.3726141,5.5268846,10.904145,5.729173,11.3373785,1.0333878,9.822684,1.1447204,12.602926,6.364212,12.244757,6.5823054,12.667647
7,12.317597,-6.756756,6.605028,6.4076495,-2.2379491,-3.0680606,5.3769755,1.8109198,3.8523211,-4.4019046,5.1297884,1.6250038,2.5900228,-4.497297,-5.117713,-3.5142133,-5.762099,-1.0612842,0.73413754,0.90730363,5.0009007,10.289428,3.912916,4.1723595,5.2320423,10.395494
8,12.363243,-5.534883,6.5763373,6.0178165,-2.3405123,-2.0491908,8.062524,1.4910401,6.7237306,-0.30011052,4.9446654,1.37031,-2.1046197,-0.46511605,-5.8505096,-2.6208527,-5.862112,-1.0252136,0.50471866,0.6190401,4.5846686,10.176279,3.7484992,6.580775,5.2062087,10.436766
9,14.32,-6.747999,8.572586,5.363805,7.1658096,-2.5382414,6.5348706,2.9433959,5.1411715,-4.2710605,5.2157907,1.6674817,3.6257255,-4.4684,-3.6362689,-2.2629957,-2.657413,-0.38985234,0.7721436,1.9888877,4.0661964,12.081563,4.012212,5.3828197,7.0114183,12.206
