Strategy,AllC,AllD,OSP,TFT,1MP,GRIM,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
AllC,10.0,-3.0,9.548262,9.532,7.2790694,6.558823,3.9742491,3.855581,-1.232,-1.6514524,3.8421044,3.7231762,-1.2934362,-1.7,-2.5482624,-2.5319998,-0.27907005,0.4411762,3.0257514,3.1444213,8.231999,8.651452,3.157894,3.276824,8.293435,8.7
AllD,17.0,0.0,9.1201725,2.312,8.964993,1.7634856,16.409266,13.44186,16.387999,12.5,8.947367,2.2316601,8.791846,1.7,7.8798294,14.688,8.035014,15.236515,0.5907335,3.558139,0.6119999,4.4999995,8.052629,14.768338,8.208155,15.3
OSP,10.243242,-1.6094422,9.424629,8.927563,9.432734,6.560802,7.7475576,7.6554866,2.934345,-0.35629222,6.6936917,6.56369,2.715224,-0.44270405,1.8846378,2.0679367,7.287766,7.9583077,6.206188,7.362818,6.67331,9.46017,6.3389072,7.4633737,7.1053343,9.502702
TFT,10.251999,-0.40800002,9.171674,8.171683,8.505079,6.9412327,7.822695,7.074142,5.751762,0.7195634,6.763791,5.7776203,4.5191045,0.6436,3.8793046,5.2147713,4.47685,8.508657,5.453969,6.7555633,6.18825,9.4396715,6.392212,7.538694,6.939469,9.5316
1MP,11.465116,-1.5820575,9.609555,8.431958,9.52696,6.5750947,13.5935755,13.589922,4.1639423,-0.05983796,6.1134114,5.0536737,2.8028615,-0.4179437,1.9817376,3.2118638,7.398961,9.038926,4.5211797,13.945922,5.0372295,13.561729,5.6882033,13.953496,8.263401,13.5348835
GRIM,11.852941,-0.31120333,9.482708,7.2654996,9.381586,6.9866934,13.998165,11.452124,12.687641,1.0811515,7.9573746,2.4736826,7.1328654,0.7311203,6.7698975,12.864076,6.9666247,13.320131,1.6810373,11.642223,1.7961538,14.781271,7.7169905,14.381539,7.921207,14.814707
7,13.244637,-2.8957527,8.441989,8.240952,1.0107284,0.22152068,5.406872,2.9835048,4.3861346,-1.284657,5.209419,2.8345833,3.5156405,-1.3559844,-1.6209347,-0.5441634,-1.9461516,2.0040414,2.2318532,2.3696709,7.0549245,11.53244,4.4048553,4.6068835,7.292856,11.633693
8,13.308539,-2.372093,8.431353,7.6997294,0.93807983,0.6479478,8.666781,1.54504,7.629258,0.47333738,6.260779,1.462949,0.8396118,0.37209308,-2.0345626,0.44850612,-2.0179203,2.0506887,0.99634254,1.0730401,6.4714174,11.413731,5.344346,7.5298543,7.2832828,11.691471
9,16.048,-2.892,9.285585,6.734211,8.153077,0.4451843,6.824816,4.19259,5.5382304,-1.1753566,5.3256855,2.8864374,4.193862,-1.3436,-0.66621894,0.92134094,0.41194582,2.9322925,2.277065,3.5246575,5.7059956,14.041492,4.5183167,6.089054,8.055769,14.1684
10,16.273859,-2.2058823,9.168795,3.0743983,8.834374,2.4704554,14.273609,4.3123507,14.111679,1.1229671,8.213749,1.5489132,7.827724,0.92058825,0.5430884,2.7701592,0.6474433,3.0523682,1.0699855,3.636838,2.3874295,14.014784,7.118784,12.623132,7.9501653,14.372615
11,13.315786,-1.5789471,7.9702826,7.673265,6.671586,1.2787384,5.5864515,5.8365045,5.36358,-0.17404918,5.263157,5.976172,5.0451283,-0.27894706,3.7665598,4.06358,5.0652585,10.458102,6.150391,5.90034,6.373265,11.91089,6.473683,5.76067,6.691714,12.015786
12,13.379829,-0.3938224,7.9508967,6.9299574,5.8863726,2.2237463,8.8012,1.6957576,8.632487,1.0025954,7.125104,1.9288144,5.273218,0.90617764,3.9938684,7.332487,4.103625,10.808251,4.88376,2.5058272,5.629957,11.731277,6.522049,8.357811,6.6785555,12.079829
13,16.08108,-1.5515023,9.313199,5.9656696,9.162177,1.4166917,7.9587893,12.354759,6.8128858,0.20758297,5.3844576,4.6482306,5.1696916,-0.25150228,3.9132802,5.5128856,7.113505,12.7481,4.480066,13.837092,4.6656694,14.654698,5.1862044,13.347862,8.045317,14.781079
14,16.3,-0.3,9.175323,3.0196002,9.035014,2.5236516,14.350578,4.5581393,14.2804,1.4499999,8.247367,1.5316602,8.091846,1.0,6.824679,12.9804,6.964992,13.47635,1.6494209,11.44186,1.7196001,14.55,7.7526298,14.468338,7.908155,15.0
15,16.756756,-1.3905581,9.272574,5.5709968,9.105254,0.540222,15.164291,15.842292,13.556078,11.361812,6.0957828,5.3635836,5.8437824,0.44270372,4.632991,6.16304,8.201059,14.4037695,4.0535893,12.481986,4.2313375,13.246145,4.8716197,7.4223084,8.380417,14.497296
16,16.748,-2.592,9.250651,6.4013033,8.19109,-0.53498286,13.678134,12.853532,12.549249,10.951793,6.0256853,3.5864375,4.8938622,-0.64360005,3.7243588,4.991184,7.2438936,14.283826,2.0884988,3.4292238,5.158496,12.716554,4.818317,6.3890543,8.355769,14.4684
17,15.534883,-1.4179437,9.510945,5.946287,9.398961,0.6568589,15.930703,15.945921,12.816972,11.337824,6.676065,5.399744,3.946707,0.41794258,2.5177827,3.8072255,8.52696,10.301991,4.0937285,12.589922,4.5845294,12.227959,5.522326,12.318356,8.64505,10.465116
18,15.1470585,-2.6887968,9.462349,8.450833,7.4872556,-0.45290926,12.822765,12.74107,11.113926,10.896123,4.8320975,4.1923103,0.61077744,-0.73112047,-1.1544967,-1.0032094,6.4629784,8.931443,2.7585454,3.0950449,7.419092,7.967672,3.4935338,3.895371,8.5903425,9.185294
19,13.755366,-0.10424709,7.7539506,6.777521,5.452624,1.4207168,9.61979,3.2195215,9.45978,2.5740263,7.5800548,5.9567213,5.321631,1.3559846,4.74802,8.439739,4.869595,12.283632,1.032016,0.6711282,2.0605252,4.073346,6.805671,8.628342,6.985646,12.36631
20,13.691471,-0.6279069,8.294262,7.526293,-0.017920163,-0.3370597,9.493187,3.0730402,8.503883,2.0851676,6.5286975,2.578635,-0.061493076,-0.37209296,-0.10086102,7.4183583,-0.061920147,11.989257,0.4943064,0.54504,2.3025663,4.0363955,5.866183,8.514118,7.4697714,12.308538
21,10.952,-0.107999995,7.996862,7.282342,5.8079586,1.4518594,8.746616,7.9408545,6.892528,2.329605,7.463791,6.47762,5.219105,1.3436,4.6495943,6.1409445,5.2101164,9.773927,1.8164141,2.2294457,2.3577294,3.174683,6.692212,7.838694,7.239469,9.8316
22,10.726141,-0.79411757,9.199849,9.095377,1.5824469,-0.83568114,5.3027654,5.103965,0.64243454,0.24174269,4.575723,4.355701,-0.5207968,-0.9205883,-0.53049976,0.4740964,1.423783,9.356976,1.1514403,1.2299047,2.8504164,3.0648162,4.0917406,4.7246623,8.292407,9.627386
23,13.684208,-1.4210523,7.768571,7.4827385,6.3165607,0.3818243,6.7340784,6.9551525,6.480422,1.4927795,7.5263143,7.2353516,5.089904,0.2789477,4.494587,4.780422,5.9466,11.881331,5.52908,5.308008,5.782738,10.770377,4.7368407,5.0278063,7.173254,11.984207
24,13.6201725,-2.6061773,8.304939,8.09213,0.05491118,-0.7939556,6.5373855,4.3630567,5.470031,0.4858093,5.66437,3.708668,0.24115887,-0.90617734,2.9791598,3.7700307,0.8032079,11.5155115,2.0303662,2.1548018,6.3921294,10.440836,4.688477,4.8661847,7.5977893,11.920173
25,10.918918,-1.448498,8.178295,7.787132,8.336208,0.54563075,8.662571,8.579402,4.30972,1.3342236,7.4050164,7.285569,3.396174,0.25150207,2.4138005,2.6097198,8.412241,9.136661,5.5984397,6.6370726,6.087132,8.542344,6.024322,6.9728017,8.482165,9.218918
