Strategy,AllC,AllD,OSP,TFT,1MP,GRIM,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
AllC,10.0,-7.0,9.4092655,9.388,6.44186,5.5,2.1201718,1.9649897,-4.6879997,-5.2365146,1.9473681,1.7918457,-4.768339,-5.2999997,-6.4092655,-6.3879995,-3.4418604,-2.5,0.8798286,1.0350115,7.6879997,8.236515,1.0526313,1.2081546,7.7683387,8.299999
AllD,19.0,0.0,10.193133,2.5839999,10.019697,1.9709544,18.339766,15.023254,18.315998,13.970588,9.999998,2.4942083,9.82618,1.9,8.806868,16.415998,8.9803095,17.029045,0.6602316,3.9767435,0.6839999,5.0294113,8.999998,16.505789,9.1738205,17.099998
OSP,10.31274,-3.755365,9.310468,8.643924,9.380245,5.9639792,7.019499,6.9078364,1.6381385,-2.2668898,5.6273623,5.4682755,1.3896369,-2.3663092,0.40034112,0.60860103,6.8274674,7.599618,4.983989,6.5192413,5.6120696,9.278996,5.144717,6.640888,6.1788764,9.332046
TFT,10.323999,-0.95199996,8.961268,8.0393305,8.332417,6.863614,7.1418843,6.40924,5.1312184,0.24296556,5.7633696,4.8504977,3.7126708,0.1684,2.969071,4.509967,3.652009,8.307766,4.392729,5.999074,5.156489,9.268433,5.2646327,6.7662296,5.958048,9.3692
1MP,11.883719,-3.6914673,9.610113,8.237359,9.508961,6.001249,14.607824,14.605698,3.1699975,-1.8763235,5.534787,4.297908,1.51972,-2.308535,0.5444798,2.036044,6.980961,8.990653,3.6776032,15.058497,4.28074,14.552454,5.039725,15.065283,8.041971,14.516278
GRIM,12.382352,-0.7261411,9.762457,7.2851605,9.649687,6.9738164,15.197745,12.353773,13.733575,0.76322424,8.446891,2.3196504,7.5259094,0.3726141,7.186183,13.997306,7.395443,14.495619,1.4998635,12.632947,1.6249152,16.137417,8.244086,15.6926775,8.458316,16.161764
7,14.171675,-6.756756,7.9222593,7.6856184,-1.749877,-2.7118921,5.3969064,1.834873,3.8830395,-4.398175,5.1326046,1.6358413,2.6146815,-4.497297,-5.024557,-3.4304862,-5.601714,-0.4602303,0.74755657,0.9324131,6.144691,11.948727,3.9303126,4.204642,6.4232893,12.07189
8,14.253835,-5.534883,7.916463,7.222503,-1.8416964,-1.691655,9.223132,1.52704,7.785638,-0.296347,5.878644,1.4010282,-1.6771516,-0.46511605,-5.6901255,-2.228617,-5.694496,-0.39999604,0.53604406,0.6550401,5.6465764,11.842548,4.597623,7.635734,6.4181085,12.146175
9,17.776,-6.747999,9.894751,6.408402,8.355872,-2.1816185,7.053325,3.3179696,5.405877,-4.245529,5.284001,1.713979,3.65528,-4.4684,-3.5525417,-1.6904922,-2.2651772,0.7340265,0.81772935,2.3488374,5.0011916,15.174724,4.0880013,5.936179,8.207126,15.3308
10,18.066391,-5.1470585,10.115723,3.3042507,9.6861515,2.5693192,15.82757,4.6943703,15.627617,1.1093646,9.045096,1.5960467,8.539971,0.8147059,-1.9211832,0.5718932,-1.8032416,0.88868225,0.7112958,3.588565,2.1865373,15.19027,7.4749637,13.635252,8.406938,15.593362
